episode,episode_return,decision_steps,epsilon,mean_real_td_error,mean_planning_td_error,planning_updates,model_size,queue_size,delivered,dropped,depletion_events,energy,cost_per_order,success_rate
184,-121.81,53,0.3976004408064698,17.37369817758928,8.669640984894041,1060,11335,1459,33,13,8,9.269999999999841,18.386969696969693,0.717391304347826
185,-47.44900000000001,57,0.39561243860243744,15.852999969728684,10.483850189384988,1140,11392,1480,34,9,8,9.708999999999856,16.10026470588235,0.7906976744186046
186,-190.47399999999993,55,0.3936343764094253,17.454181959683243,9.184698646980422,1100,11447,1453,33,18,8,9.933999999999816,20.619212121212115,0.6470588235294118
187,-176.613,53,0.39166620452737816,18.08711342105888,9.432443893696444,1060,11500,1435,31,15,8,10.102999999999845,20.535580645161286,0.6739130434782609
188,-100.89200000000012,41,0.3897078735047413,20.09603604129175,10.924396587719732,820,11540,1432,29,8,8,8.381999999999863,18.30627586206896,0.7837837837837838
189,-142.024,44,0.3877593341372176,20.02909128604965,11.470565760246773,880,11584,1445,30,11,8,8.903999999999852,19.233466666666665,0.7317073170731707
190,-122.336,54,0.3858205374665315,16.613370395024067,9.37609422481619,1080,11638,1436,33,13,8,10.995999999999812,18.402909090909084,0.717391304347826
191,-15.62100000000001,45,0.38389143477919885,14.527488909992908,10.092442882490445,900,11683,1432,28,1,8,8.870999999999858,15.19896428571428,0.9655172413793104
192,-9.539000000000044,47,0.3819719776053028,17.246787351892984,6.724436719505554,940,11730,1415,31,3,8,10.008999999999853,14.822870967741931,0.9117647058823529
193,10.833999999999946,49,0.3800621177172763,15.451469476353758,7.610918971176772,980,11779,1395,30,2,8,9.115999999999852,14.637199999999996,0.9375
194,-82.87500000000003,50,0.37816180712868996,18.335500071421265,10.08902907332778,1000,11829,1390,33,10,8,9.744999999999841,17.055909090909086,0.7674418604651163
195,-341.73999999999995,50,0.37627099809304654,21.613560043051837,10.57316853006091,1000,11879,1365,30,25,8,9.829999999999835,26.224333333333327,0.5454545454545454
196,-99.31700000000005,40,0.3743896431025813,17.96992505034432,10.217647201298387,800,11919,1382,26,5,8,8.606999999999879,18.627192307692304,0.8387096774193549
197,-59.905,40,0.37251769488706843,18.880425287829713,11.809039181217084,800,11959,1398,27,3,8,8.494999999999868,16.847962962962956,0.9
198,-329.85100000000006,54,0.3706551064126331,19.52153708171789,10.653722400880953,1080,12013,1398,30,23,8,9.830999999999834,25.327699999999997,0.5660377358490566
199,-99.57099999999996,47,0.36880183088056995,15.960999915415936,8.963480049787842,940,12060,1382,29,8,8,9.230999999999845,18.25968965517241,0.7837837837837838
200,-63.307999999999986,39,0.3669578217261671,19.053128482153017,9.73929035141109,780,12099,1380,27,4,8,8.29799999999987,17.344370370370367,0.8709677419354839
