row_type,step,update,episode,episode_return,episode_length,loss,policy_loss,value_loss,entropy
update,48000,375,486,,,10467.6787109375,0.020458878949284554,20935.31640625,0.08360475301742554
episode,48029,376,486,-741.778,123,,,,
update,48128,376,487,,,8539.9384765625,-0.001352790161035955,17079.87890625,0.07447368651628494
episode,48167,377,487,-188.12900000000008,138,,,,
update,48256,377,488,,,6274.68115234375,0.011050568893551826,12549.3408203125,0.10009624063968658
episode,48296,378,488,-393.472,129,,,,
update,48384,378,489,,,8654.08203125,0.02684495784342289,17308.11328125,0.1065230593085289
episode,48421,379,489,-407.9190000000001,125,,,,
update,48512,379,490,,,15243.9853515625,-0.012968683615326881,30487.99609375,0.055921778082847595
episode,48538,380,490,-883.3429999999998,117,,,,
update,48640,380,491,,,13738.5673828125,0.018261278048157692,27477.09765625,0.062243733555078506
episode,48649,381,491,-764.8879999999998,111,,,,
update,48768,381,492,,,8658.07421875,0.03461729735136032,17316.08203125,0.10587909817695618
episode,48782,382,492,-410.4950000000001,133,,,,
update,48896,382,493,,,16838.994140625,0.03680932894349098,33677.9140625,0.05751609802246094
episode,48909,383,493,-701.191,127,,,,
update,49024,383,494,,,11809.802734375,0.037692807614803314,23619.529296875,0.0729886069893837
episode,49034,384,494,-590.5259999999998,125,,,,
update,49152,384,495,,,6374.3330078125,0.0028821148443967104,12748.6611328125,0.07949499040842056
episode,49172,385,495,-50.77000000000003,138,,,,
update,49280,385,496,,,13772.1103515625,0.024840079247951508,27544.171875,0.09174265712499619
episode,49291,386,496,-506.73999999999995,119,,,,
update,49408,386,497,,,6331.84228515625,0.009951738640666008,12663.666015625,0.07890672981739044
episode,49424,387,497,-230.4950000000002,133,,,,
update,49536,387,498,,,10160.419921875,0.018471257761120796,20320.802734375,0.0664791390299797
episode,49546,388,498,-565.54,122,,,,
episode,49659,388,499,-749.0160000000002,113,,,,
update,49664,388,500,,,17310.111328125,0.017084596678614616,34620.1875,0.09303819388151169
episode,49783,389,500,-433.49600000000004,124,,,,
update,49792,389,501,,,8470.9072265625,0.02344583533704281,16941.767578125,0.0751706063747406
episode,49890,390,501,-815.099,107,,,,
update,49920,390,502,,,14665.3291015625,0.05231967195868492,29330.552734375,0.07708097249269485
update,50000,391,502,,,21987.40234375,-0.04161083698272705,43974.88671875,0.030648205429315567
